1883.850156 60.849487
1884.276894 62.679751
1884.703632 73.695519
1885.130370 71.462209
1885.557108 74.348312
1885.983847 74.695631
1886.410585 79.515007
1886.837323 84.530659
1887.264061 86.505929
1887.690799 83.024623
1888.117537 82.135377
1888.544275 73.713325
1888.971013 77.691750
1889.397751 86.170085
1889.824489 76.387340
1890.251228 81.357508
1890.677966 86.851297
1891.104704 82.029862
1891.531442 78.274203
1891.958180 81.704184
1892.384918 83.262994
1892.811656 88.091425
1893.238394 90.772938
1893.665132 90.234933
1894.091871 86.254177
1894.518609 86.084195
1894.945347 76.114611
1895.372085 81.275465
1895.798823 82.170868
1896.225561 89.109779
1896.652299 88.194587
1897.079037 85.127845
1897.505775 86.373106
1897.932513 80.593555
1898.359252 79.837056
1898.785990 84.644946
1899.212728 90.100683
1899.639466 92.572974
1900.066204 89.538356
1900.492942 89.664892
1900.919680 94.670638
1901.346418 97.169616
1901.773156 90.423113
1902.199895 88.709218
1902.626633 83.420880
1903.053371 81.340313
1903.480109 97.664066
1903.906847 102.549161
1904.333585 96.801059
1904.760323 100.700950
1905.187061 110.691063
1905.613799 107.982515
1906.040537 118.183736
1906.467276 117.428260
1906.894014 123.627889
1907.320752 120.389770
1907.747490 115.907633
1908.174228 107.312015
1908.600966 107.880552
1909.027704 106.072061
1909.454442 114.031548
1909.881180 114.749864
1910.307919 108.545038
1910.734657 111.083212
1911.161395 106.335516
1911.588133 100.467308
1912.014871 97.440493
1912.441609 100.855458
1912.868347 97.639308
1913.295085 105.111112
1913.721823 98.255509
1914.148562 86.968941
1914.575300 87.562411
1915.002038 84.771209
1915.428776 88.268795
1915.855514 93.825743
1916.282252 90.293287
1916.708990 88.930273
1917.135728 85.860807
1917.562466 85.844353
1917.989204 82.156757
1918.415943 78.352422
1918.842681 82.720151
1919.269419 79.207855
1919.696157 76.565113
1920.122895 74.101878
1920.549633 75.323601
1920.976371 73.318168
1921.403109 67.674884
1921.829847 72.723728
1922.256586 73.680710
1922.683324 76.783031
1923.110062 70.991079
1923.536800 62.777464
1923.963538 72.251411
1924.390276 73.846671
1924.817014 65.053708
1925.243752 67.183453
1925.670490 69.004204
1926.097228 69.363324
1926.523967 65.623783
1926.950705 66.579468
1927.377443 64.605985
1927.804181 63.215086
1928.230919 68.278107
1928.657657 63.836986
1929.084395 65.053403
1929.511133 61.206232
1929.937871 59.203480
1930.364610 59.699411
1930.791348 61.763448
1931.218086 62.793919
1931.644824 59.421550
1932.071562 60.997566
1932.498300 60.604066
1932.925038 61.352218
1933.351776 54.497618
1933.778514 53.725840
1934.205252 50.089515
1934.631991 56.687710
1935.058729 62.597839
1935.485467 58.873945
1935.912205 55.002408
1936.338943 57.079815
1936.765681 59.833782
1937.192419 59.449511
1937.619157 60.425323
1938.045895 59.795937
1938.472634 53.378576
1938.899372 57.618713
1939.326110 53.273802
1939.752848 54.581317
1940.179586 57.788107
1940.606324 56.063630
1941.033062 50.632815
1941.459800 55.515557
1941.886538 61.635844
1942.313276 61.563685
1942.740015 54.397605
1943.166753 53.444296
1943.593491 51.645949
1944.020229 54.408786
1944.446967 56.827180
1944.873705 57.251933
1945.300443 54.741644
1945.727181 56.439172
1946.153919 52.748035
1946.580658 54.803637
1947.007396 56.416681
1947.434134 51.865534
1947.860872 55.079057
1948.287610 54.625504
1948.714348 58.872321
1949.141086 53.733076
1949.567824 57.135379
1949.994562 56.685215
1950.421300 52.491128
1950.848039 53.135465
1951.274777 55.122863
1951.701515 58.572906
1952.128253 56.598235
1952.554991 54.941756
1952.981729 56.539174
1953.408467 58.012747
1953.835205 54.500004
1954.261943 56.953563
1954.688682 56.454025
1955.115420 56.339574
1955.542158 54.653084
1955.968896 54.411150
1956.395634 59.359797
1956.822372 55.698593
1957.249110 57.549452
1957.675848 60.648101
1958.102586 55.799902
1958.529324 57.245373
1958.956063 55.722185
1959.382801 53.715684
1959.809539 53.185776
1960.236277 55.119333
1960.663015 56.694760
1961.089753 52.424755
1961.516491 51.300003
1961.943229 52.763813
1962.369967 51.671219
1962.796706 52.959839
1963.223444 53.007437
1963.650182 49.916580
1964.076920 50.526439
1964.503658 50.991924
1964.930396 53.003841
1965.357134 55.113339
1965.783872 52.686935
1966.210610 52.846630
1966.637349 51.073205
1967.064087 52.822701
1967.490825 53.787060
1967.917563 51.696140
1968.344301 52.214476
1968.771039 53.025155
1969.197777 51.738159
1969.624515 52.802737
1970.051253 53.047614
1970.477991 53.220113
1970.904730 53.184872
1971.331468 54.484116
1971.758206 51.090803
1972.184944 52.668966
1972.611682 53.631037
1973.038420 54.712571
1973.465158 54.540650
1973.891896 48.730588
1974.318634 50.548625
1974.745373 50.589543
1975.172111 52.654539
1975.598849 52.911772
1976.025587 55.882022
1976.452325 53.711140
1976.879063 50.742755
1977.305801 50.924843
1977.732539 50.968583
1978.159277 53.722560
1978.586015 53.595578
1979.012754 49.590979
1979.439492 52.297031
1979.866230 52.676768
1980.292968 53.406625
1980.719706 52.809897
1981.146444 52.145128
1981.573182 53.141763
1981.999920 52.733760
1982.426658 50.887575
1982.853397 53.206688
1983.280135 52.389634
1983.706873 52.008545
1984.133611 50.869268
1984.560349 51.984180
1984.987087 51.775884
1985.413825 52.473551
1985.840563 55.048143
1986.267301 53.391445
1986.694039 52.162345
1987.120778 54.653139
1987.547516 54.358594
1987.974254 50.736489
1988.400992 50.925921
1988.827730 52.240389
1989.254468 50.619434
1989.681206 53.260922
1990.107944 51.322527
1990.534682 52.834284
1990.961421 51.428141
1991.388159 50.914480
1991.814897 52.803849
1992.241635 50.234662
1992.668373 54.432192
1993.095111 54.203247
1993.521849 51.293367
1993.948587 52.133174
1994.375325 51.409572
1994.802063 50.189331
1995.228802 52.504793
1995.655540 51.894345
1996.082278 50.834343
1996.509016 52.132651
1996.935754 53.114227
1997.362492 54.191151
1997.789230 49.857595
1998.215968 49.340959
1998.642706 49.037370
1999.069445 48.070537
1999.496183 49.906522
1999.922921 51.007888
2000.349659 51.899979
2000.776397 52.649330
2001.203135 49.422523
2001.629873 49.678383
2002.056611 49.412824
2002.483349 50.788620
2002.910087 53.277649
2003.336826 49.795111
2003.763564 47.880810
2004.190302 49.611443
2004.617040 48.958650
2005.043778 52.036256
2005.470516 47.011592
2005.897254 48.648054
2006.323992 49.188717
2006.750730 47.483038
2007.177469 48.243864
2007.604207 49.108963
2008.030945 49.717656
2008.457683 47.259771
2008.884421 46.404196
2009.311159 47.351458
2009.737897 50.058208
2010.164635 51.905351
2010.591373 49.501744
2011.018112 48.760532
2011.444850 52.707890
2011.871588 52.706463
2012.298326 51.684862
2012.725064 49.383849
2013.151802 49.212636
2013.578540 50.145056
2014.005278 48.424645
2014.432016 47.334393
2014.858754 47.274590
2015.285493 47.878729
2015.712231 49.905901
2016.138969 49.222923
2016.565707 48.413584
2016.992445 48.764684
2017.419183 49.621000
2017.845921 49.697856
2018.272659 48.560235
2018.699397 49.875836
2019.126136 48.326768
2019.552874 48.657175
2019.979612 49.842448
2020.406350 46.812974
2020.833088 47.065271
2021.259826 47.542874
2021.686564 47.441216
2022.113302 45.673381
